experiment_id,question_id,predicted,pred_improved,gold,correct,correct_improved
medqa_v1_baseline_20260318_010349_507111,medqa_68,C,C,A,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_69,A,A,B,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_70,B,B,B,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_71,C,C,C,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_72,C,C,D,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_73,D,D,C,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_74,C,C,A,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_75,B,B,C,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_76,D,D,D,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_77,A,unknown,A,1,False
medqa_v1_baseline_20260318_010349_507111,medqa_78,A,A,D,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_79,D,D,D,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_80,B,B,B,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_81,A,A,A,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_82,D,D,C,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_83,A,A,A,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_84,C,C,C,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_85,A,A,C,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_86,D,D,D,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_87,C,C,A,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_88,D,D,D,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_89,A,A,B,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_90,B,B,B,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_91,A,A,C,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_92,D,D,C,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_93,C,C,C,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_94,D,D,B,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_95,C,C,C,1,True
medqa_v1_baseline_20260318_010349_507111,medqa_96,A,A,D,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_97,A,A,D,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_98,C,C,B,0,False
medqa_v1_baseline_20260318_010349_507111,medqa_99,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_0,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_1,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_2,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_3,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_4,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_5,D,D,B,0,False
medqa_v2_structured_20260318_003302_758355,medqa_6,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_7,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_8,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_9,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_10,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_11,D,D,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_12,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_13,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_14,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_15,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_16,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_17,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_18,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_19,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_20,unknown,unknown,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_21,B,B,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_22,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_23,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_24,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_25,C,C,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_26,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_27,unknown,unknown,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_28,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_29,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_30,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_31,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_32,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_33,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_34,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_35,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_36,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_37,A,A,D,0,False
medqa_v2_structured_20260318_003302_758355,medqa_38,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_39,D,D,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_40,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_41,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_42,A,A,B,0,False
medqa_v2_structured_20260318_003302_758355,medqa_43,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_44,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_45,unknown,unknown,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_46,unknown,unknown,D,0,False
medqa_v2_structured_20260318_003302_758355,medqa_47,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_48,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_49,unknown,unknown,B,0,False
medqa_v2_structured_20260318_003302_758355,medqa_50,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_51,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_52,D,D,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_53,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_54,B,B,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_55,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_56,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_57,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_58,B,B,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_59,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_60,D,D,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_61,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_62,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_63,B,B,D,0,False
medqa_v2_structured_20260318_003302_758355,medqa_64,A,A,C,0,False
medqa_v2_structured_20260318_003302_758355,medqa_65,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_66,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_67,unknown,unknown,B,0,False
medqa_v2_structured_20260318_003302_758355,medqa_68,unknown,unknown,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_69,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_70,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_71,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_72,C,C,D,0,False
medqa_v2_structured_20260318_003302_758355,medqa_73,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_74,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_75,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_76,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_77,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_78,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_79,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_80,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_81,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_82,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_83,unknown,unknown,A,0,False
medqa_v2_structured_20260318_003302_758355,medqa_84,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_85,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_86,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_87,A,A,A,1,True
medqa_v2_structured_20260318_003302_758355,medqa_88,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_89,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_90,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_91,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_92,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_93,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_94,A,A,B,0,False
medqa_v2_structured_20260318_003302_758355,medqa_95,C,C,C,1,True
medqa_v2_structured_20260318_003302_758355,medqa_96,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_97,D,D,D,1,True
medqa_v2_structured_20260318_003302_758355,medqa_98,B,B,B,1,True
medqa_v2_structured_20260318_003302_758355,medqa_99,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_0,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_1,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_2,A,B,B,0,True
medqa_v1_cot_20260318_003302_744323,medqa_3,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_4,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_5,D,D,B,0,False
medqa_v1_cot_20260318_003302_744323,medqa_6,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_7,unknown,C,C,0,True
medqa_v1_cot_20260318_003302_744323,medqa_8,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_9,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_10,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_11,D,D,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_12,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_13,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_14,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_15,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_16,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_17,unknown,D,D,0,True
medqa_v1_cot_20260318_003302_744323,medqa_18,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_19,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_20,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_21,D,D,A,0,False
medqa_v1_cot_20260318_003302_744323,medqa_22,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_23,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_24,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_25,C,C,A,0,False
medqa_v1_cot_20260318_003302_744323,medqa_26,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_27,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_28,unknown,A,D,0,False
medqa_v1_cot_20260318_003302_744323,medqa_29,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_30,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_31,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_32,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_33,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_34,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_35,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_36,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_37,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_38,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_39,D,D,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_40,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_41,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_42,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_43,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_44,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_45,A,C,A,1,False
medqa_v1_cot_20260318_003302_744323,medqa_46,C,C,D,0,False
medqa_v1_cot_20260318_003302_744323,medqa_47,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_48,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_49,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_50,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_51,B,B,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_52,D,D,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_53,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_54,B,B,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_55,A,D,D,0,True
medqa_v1_cot_20260318_003302_744323,medqa_56,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_57,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_58,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_59,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_60,D,D,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_61,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_62,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_63,B,B,D,0,False
medqa_v1_cot_20260318_003302_744323,medqa_64,A,A,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_65,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_66,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_67,D,D,B,0,False
medqa_v1_cot_20260318_003302_744323,medqa_68,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_69,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_70,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_71,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_72,C,C,D,0,False
medqa_v1_cot_20260318_003302_744323,medqa_73,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_74,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_75,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_76,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_77,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_78,unknown,D,D,0,True
medqa_v1_cot_20260318_003302_744323,medqa_79,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_80,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_81,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_82,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_83,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_84,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_85,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_86,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_87,A,A,A,1,True
medqa_v1_cot_20260318_003302_744323,medqa_88,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_89,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_90,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_91,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_92,D,D,C,0,False
medqa_v1_cot_20260318_003302_744323,medqa_93,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_94,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_95,C,C,C,1,True
medqa_v1_cot_20260318_003302_744323,medqa_96,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_97,D,D,D,1,True
medqa_v1_cot_20260318_003302_744323,medqa_98,B,B,B,1,True
medqa_v1_cot_20260318_003302_744323,medqa_99,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_0,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_1,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_2,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_3,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_4,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_5,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_6,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_7,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_8,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_9,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_10,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_11,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_12,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_13,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_14,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_15,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_16,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_17,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_18,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_19,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_20,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_21,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_22,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_23,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_24,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_25,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_26,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_27,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_28,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_29,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_30,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_31,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_32,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_33,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_34,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_35,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_36,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_37,A,A,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_38,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_39,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_40,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_41,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_42,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_43,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_44,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_45,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_46,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_47,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_48,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_49,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_50,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_51,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_52,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_53,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_54,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_55,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_56,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_57,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_58,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_59,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_60,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_61,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_62,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_63,B,B,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_64,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_65,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_66,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_67,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_68,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_69,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_70,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_71,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_72,C,C,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_73,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_74,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_75,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_76,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_77,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_78,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_79,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_80,B,B,B,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_81,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_82,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_83,unknown,unknown,A,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_84,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_85,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_86,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_87,A,A,A,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_88,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_89,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_90,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_91,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_92,D,D,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_93,unknown,unknown,C,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_94,A,A,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_95,C,C,C,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_96,unknown,unknown,D,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_97,D,D,D,1,True
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_98,unknown,unknown,B,0,False
medqa_v3_skeptic_strict_20260318_003302_728197,medqa_99,B,B,B,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_0,B,B,B,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_1,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_2,B,B,B,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_3,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_4,B,B,B,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_5,D,D,B,0,False
medqa_v1_baseline_20260318_003302_715761,medqa_6,D,D,D,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_7,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_8,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_9,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_10,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_11,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_12,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_13,B,B,B,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_14,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_15,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_16,A,A,D,0,False
medqa_v1_baseline_20260318_003302_715761,medqa_17,D,D,D,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_18,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_19,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_20,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_21,B,B,A,0,False
medqa_v1_baseline_20260318_003302_715761,medqa_22,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_23,D,D,D,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_24,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_25,C,C,A,0,False
medqa_v1_baseline_20260318_003302_715761,medqa_26,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_27,B,B,C,0,False
medqa_v1_baseline_20260318_003302_715761,medqa_28,D,D,D,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_29,C,C,C,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_30,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_31,A,A,A,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_32,D,D,D,1,True
medqa_v1_baseline_20260318_003302_715761,medqa_33,A,A,A,1,True
